Layer Name,OBJECTID,Shape,ObservationURI,WellName,APINo,HeaderURI,OtherID,OtherName,BoreholeName,Label,Operator,LeaseOwner,LeaseNo,SpudDate,EndedDrillingDate,WellType,Status,CommodityOfInterest,StatusDate,Function,Production,Field,County,State,PLSS_Meridians,TWP,RGE,Section_,SectionPart,Parcel,UTM_E,UTM_N,UTMDatumZone,LatDegree,LongDegree,SRS,LocationUncertaintyStatement,DrillerTotalDepth,LengthUnits,WellboreShape,TrueVerticalDepth,ElevationGL,BitDiameterCollar,BitDiameterTD,DiameterUnits,Notes,MaximumRecordedTemperature,MeasuredTemperature,CorrectedTemperature,TemperatureUnits,TimeSinceCirculation,CirculationDuration,MeasurementProcedure,CorrectionType,DepthOfMeasurement,MeasurementDateTime,MeasurementFormation,MeasurementSource,CasingLogger,CasingBottomDepthDriller,CasingPipeDiameter,CasingWeight,CasingWeightUnits,CasingThickness,DrillingFluid,Salinity,MudResistivity,Density,FluidLevel,pH,Viscosity,FluidLoss,InformationSource
BoreholeTemperature (AZBoreholeTemperatures),1541,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0438/,Chuska 1 Black Rock (Navajo A),02-001-20145,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20145/,559,,,Chuska 1 Black Rock (Navajo A),Chuska (Cities Service),Navajo,,,,nil:missing,Shut in gas well,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T40N,29E,21,SE NE,,,,NAD83 zone 12,36.86219755,-109.2316207,WGS 84,nil:missing,6098,ft,,,6383,,8.75,in,Well on topo; pt moved to match (ERP). original measurment: 120 F. Converted to Centigrade.,,120,,F,,,Maximum temperature as reported on well log.,,6004,1971-08-03T00:00:00,Miss Thunder Springs,"Temperature reported on well Perforating Depth Control log number 0559PERF, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,WATER,,,8.3,,,,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1540,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0236/,Occidental Petroleum 1 Texaco-Navajo,02-001-05162,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05162/,261,,,Occidental Petroleum 1 Texaco-Navajo,Occidental Pet.,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T40N,27E,6,NW NW,,,,NAD83 zone 12,36.90693888,-109.4971541,WGS 84,nil:missing,6782,ft,,,5281,,8.75,in,Well on topo; pt moved to match (ERP). original measurment: 113 F. Converted to Centigrade.,,113,,F,3,,Maximum temperature as reported on well log.,,6778,1964-02-03T00:00:00,Cambrian Tapeats,"Temperature reported on well Induction Electrical log, log number 0261IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FRESH GEL  W/ CAUS.,,1.6 at 113 F,8.9,,,72,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1539,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0237/,Tenneco Oil 1 Navajo,02-001-05163,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05163/,304,,,Tenneco Oil 1 Navajo,Tenneco Oil,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,26E,33,SW SW,,,,NAD83 zone 12,36.9105892,-109.5692353,WGS 84,nil:missing,6592,ft,,,5244,,8.75,in,Well on topo; pt moved to match (ERP). original measurment: 106 F. Converted to Centigrade.,,106,,F,2.5,,Maximum temperature as reported on well log.,,6590,1965-02-11T00:00:00,Precambrian?,"Temperature reported on well Dual Induction Laterolog, log number 0304DILL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FRESH - GEL - C - LCM,,1.56 at 106 F,8.8,,10,54,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1538,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0241/,Davis Oil 1 Navajo-C,02-001-05165,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05165/,139,,,Davis Oil 1 Navajo-C,Davis Oil,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,29E,29,SE SE,,,,NAD83 zone 12,36.92478945,-109.2486582,WGS 84,nil:missing,6739,ft,,,5435,,7.875,in,Nothing on topo; imagery shows disturbed area (ERP). original measurment: 121 F. Converted to Centigrade.,,121,,F,,,Maximum temperature as reported on well log.,,6726,1961-02-28T00:00:00,Devonian Aneth,"Temperature reported on well Induction Electrical log, log number 0139IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,CHEM - GEL,,.85 at 121 F,9.9,,,68,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1537,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0242/,Walker Creek Navajo 1,02-001-05166,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05166/,50,,,Walker Creek Navajo 1,Gulf Oil,1 British Amer,,,,nil:missing,"Oil Well, plugged abandoned",nil:missing,,nil:missing,nil:missing,Wildcat,Apache,Arizona,Gila and Salt River Meridian,T41N,26E,28,SW SE,,,,NAD83 zone 12,36.92527144,-109.5605572,WGS 84,nil:missing,6421,ft,,,5192,,7.875,in,Well on topo; pt moved to match (ERP). original measurment: 124 F. Converted to Centigrade.,,124,,F,2,,Maximum temperature as reported on well log.,,6400,1958-03-07T00:00:00,Devonian Aneth,"Temperature reported on well Gamma Ray log, log number 0050GRN, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,Chemical,,,,,,,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1536,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0243/,Walker Creek Navajo 1,02-001-05166,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05166/,50,,,Walker Creek Navajo 1,Gulf Oil,1 British Amer,,,,nil:missing,"Oil Well, plugged abandoned",nil:missing,,nil:missing,nil:missing,Wildcat,Apache,Arizona,Gila and Salt River Meridian,T41N,26E,28,SW SE,,,,NAD83 zone 12,36.92527144,-109.5605572,WGS 84,nil:missing,6421,ft,,,5192,,9,in,Well on topo; pt moved to match (ERP). original measurment: 104 F. Converted to Centigrade.,,104,,F,2,,Maximum temperature as reported on well log.,,4800,1958-03-06T00:00:00,Devonian Aneth,"Temperature reported on well Induction Electrical log, log number 0050IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,Chemical,,1.2 at 104 F,9.8,,,70,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1535,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0244/,El Paso Natural Gas 8 Navajo,02-001-05167,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05167/,Jan-81,,,El Paso Natural Gas 8 Navajo,El Paso Natural Gas,Navajo,,,,nil:missing,Stratigraphic test,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,30E,26,SE NE,,,,NAD83 zone 12,36.93162855,-109.0870245,WGS 84,nil:missing,580,ft,,,5225,,4.75,in,Nothing on topo or imagery (ERP). original measurment: 70 F. Converted to Centigrade.,,70,,F,,,Maximum temperature as reported on well log.,,573,1956-03-27T00:00:00,Triassic,"Temperature reported on well Electrical log, log number 01-81EL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,Water,,,,,,,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1534,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0245/,Franco Western Oil 2 Navajo,02-001-05168,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05168/,205,,,Franco Western Oil 2 Navajo,Franco Western Oil,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,27,SE NW,,,,NAD83 zone 12,36.93238466,-109.3294905,WGS 84,nil:missing,6248,ft,,,5483,,4.75,in,Nothing on topo or imagery (ERP). original measurment: 119 F. Converted to Centigrade.,,119,,F,,,Maximum temperature as reported on well log.,,6245,1962-09-06T00:00:00,Devonian,"Temperature reported on well Induction Electric Log* log number 0205IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,CHEM - GEL,,1.18 at 119 F,9.6,,10,61,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1533,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0246/,El Paso Natural Gas 4X Navajo Four Corners Strat Test,02-001-05170,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05170/,Jan-86,,,El Paso Natural Gas 4X Navajo Four Corners Strat Test,El Paso Natural Gas,Navajo,,,,nil:missing,Stratigraphic test,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,31E,19,SE SE,,,,NAD83 zone 12,36.94101429,-109.0547042,WGS 84,nil:missing,690,ft,,,5084,,4.75,in,Nothing on topo or imagery (ERP). original measurment: 80 F. Converted to Centigrade.,,80,,F,,,Maximum temperature as reported on well log.,,683,1956-03-03T00:00:00,Triassic,"Temperature reported on well Electrical log, log number 01-86EL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,Gel,,,,,,90,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1532,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0247/,Dry Mesa 1 Navajo-O,02-001-05171,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05171/,232,,,Dry Mesa 1 Navajo-O,Dry Mesa (Pan Amer),Navajo,,,,nil:missing,"Oil well, plugged abandoned",nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,30E,23,SE SW,,,,NAD83 zone 12,36.93955811,-109.0951909,WGS 84,Located within 310meters. ,6793.5,ft,,,5076.5,,8.75,in,Nothing on topo or imagery (ERP). original measurment: 126 F. Converted to Centigrade.,,126,,F,3,,Maximum temperature as reported on well log.,,6792,1963-06-18T00:00:00,Precambrian metamorphic,"Temperature reported on well Induction Electrical log, log number 0232IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,CHEM - GEL,,1.41 at 120 F,9.8,,7.5,45,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1531,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0248/,El Paso Natural Gas 4 Navajo,02-001-05172,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05172/,Jan-85,,,El Paso Natural Gas 4 Navajo,El Paso Natural Gas,Navajo,,,,nil:missing,Stratigraphic test,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,31E,19,SW SE,,,,NAD83 zone 12,36.94101253,-109.0547092,WGS 84,nil:missing,683,ft,,,5084,,4.75,in,Nothing on topo or imagery (ERP). original measurment: 80 F. Converted to Centigrade.,,80,,F,,,Maximum temperature as reported on well log.,,683,1966-03-03T00:00:00,Triassic,"Temperature reported on well Electrical log, log number 01-85EL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,Gel,,,,,,90,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1530,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0249/,Merrion 1 Navajo,02-001-05173,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05173/,32,,,Merrion 1 Navajo,Merrion(Franco-West),Navajo,,,,nil:missing,"Gas well, plugged abandoned",nil:missing,,nil:missing,nil:missing,North TOH-ATIN,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,22,SW NW,,,,NAD83 zone 12,36.94695346,-109.333893,WGS 84,nil:missing,5891,ft,,,5434,,7.875,in,Nothing on topo; imagery shows disturbed area nearby (ERP). original measurment: 129 F. Converted to Centigrade.,,129,,F,,,Maximum temperature as reported on well log.,,5890,1956-08-12T00:00:00,Mississippian,"Temperature reported on well Electrical log, log number 0032EL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,CHEM,,1.3 at 129 F,9.7,,7.5,60,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1529,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0250/,El Paso Natural Gas 1 Bita Peak Navajo,02-001-05174,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05174/,35,,,El Paso Natural Gas 1 Bita Peak Navajo,El Paso Natural Gas,Navajo Tribal,,,,nil:missing,"Gas well, plugged abandoned",nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,31E,19,SW NW,,,,NAD83 zone 12,36.94616889,-109.0642613,WGS 84,Located within 355meters. ,5634,ft,,,5028,,8.75,in,Nothing on topo or imagery (ERP). original measurment: 112 F. Converted to Centigrade.,,112,,F,,,Maximum temperature as reported on well log.,,5034,1956-07-20T00:00:00,unknown,"Temperature reported on well Electrical log, log number 0035EL-1, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,GEL-CHEM,,1.2 at 112 F,10.1,,12,50,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1528,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0265/,Merrion 1 Navajo-E,02-001-05191,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05191/,58,,,Merrion 1 Navajo-E,Merrion (Humble),Navajo,,,,nil:missing,"Oil well, plugged abandoned",nil:missing,,nil:missing,nil:missing,East Boundary Butte,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,10,SW NE,,,,NAD83 zone 12,36.9752083,-109.3251547,WGS 84,nil:missing,5396,ft,,,5485,,7.875,in,Well on topo (ERP). original measurment: 117 F. Converted to Centigrade.,,117,,F,,,Maximum temperature as reported on well log.,,5390,1958-09-18T00:00:00,Pennsylvanian Paradox,"Temperature reported on well Induction Electrical log, log number 0058IEL-2, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,Gel,,1.75 at 117 F,9.5,,7.6,39,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1527,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0266/,Merrion 1 Navajo-E,02-001-05191,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05191/,58,,,Merrion 1 Navajo-E,Merrion (Humble),Navajo,,,,nil:missing,"Oil well, plugged abandoned",nil:missing,,nil:missing,nil:missing,East Boundary Butte,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,10,SW NE,,,,NAD83 zone 12,36.9752083,-109.3251547,WGS 84,nil:missing,5396,ft,,,5485,,7.875,in,Well on topo (ERP). original measurment: 114 F. Converted to Centigrade.,,114,,F,,,Maximum temperature as reported on well log.,,4878,1958-09-01T00:00:00,Pennsylvanian Paradox,"Temperature reported on well Micro Logging log number 0058ML, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,CHEM,,.96 at 114 F,8.7,,,51,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1526,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0267/,Merrion 1 Navajo-E,02-001-05191,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05191/,58,,,Merrion 1 Navajo-E,Merrion (Humble),Navajo,,,,nil:missing,"Oil well, plugged abandoned",nil:missing,,nil:missing,nil:missing,East Boundary Butte,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,10,SW NE,,,,NAD83 zone 12,36.9752083,-109.3251547,WGS 84,nil:missing,5396,ft,,,5485,,7.875,in,Well on topo (ERP). original measurment: 121 F. Converted to Centigrade.,,121,,F,,,Maximum temperature as reported on well log.,,4738,1958-09-03T00:00:00,Pennsylvanian Paradox,"Temperature reported on well Temperature log, log number 0058TL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,MUD,,,,,,,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1525,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0268/,Merrion 1 Navajo-E,02-001-05191,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05191/,58,,,Merrion 1 Navajo-E,Merrion (Humble),Navajo,,,,nil:missing,"Oil well, plugged abandoned",nil:missing,,nil:missing,nil:missing,East Boundary Butte,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,10,SW NE,,,,NAD83 zone 12,36.9752083,-109.3251547,WGS 84,nil:missing,5396,ft,,,5485,,7.875,in,Well on topo (ERP). original measurment: 120 F. Converted to Centigrade.,,120,,F,,,Maximum temperature as reported on well log.,,4596,1958-09-04T00:00:00,Pennsylvanian Paradox,"Temperature reported on well Temperature log, log number 0058TL1, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,GEL,,,,,,,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1524,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0269/,Merrion 1 Navajo-E,02-001-05191,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05191/,58,,,Merrion 1 Navajo-E,Merrion (Humble),Navajo,,,,nil:missing,"Oil well, plugged abandoned",nil:missing,,nil:missing,nil:missing,East Boundary Butte,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,10,SW NE,,,,NAD83 zone 12,36.9752083,-109.3251547,WGS 84,nil:missing,5396,ft,,,5485,,7.875,in,Well on topo (ERP). original measurment: 122 F. Converted to Centigrade.,,122,,F,,,Maximum temperature as reported on well log.,,3866,1958-09-05T00:00:00,unknown,"Temperature reported on well Temperature log, log number 0058TL2, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,GEL MUD,,,,,,,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1522,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0493/,Mountain State Resource 12 Navajo-O,02-001-20258,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20258/,801,,,Mountain State Resource 12 Navajo-O,Mountain State Resource,Navajo,,,,nil:missing,"Oil well, plugged abandoned",nil:missing,,nil:missing,nil:missing,Teec Nos Pos,APACHE,Arizona,Gila and Salt River Meridian,T41N,30E,22,SE NE,,,,NAD83 zone 12,36.94436214,-109.1029507,WGS 84,Located within 480meters. ,5155,ft,,,4940,,7.875,in,Nothing on topo or imagery (ERP). original measurment: 120 F. Converted to Centigrade.,,120,,F,10.83,,Maximum temperature as reported on well log.,,5149,1982-05-02T00:00:00,Pennsylvanian Desert Crk,"Temperature reported on well Dual Induction-SFL log number 0801DIFL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FGM,,.64 at 120 F,9.5,,11.5,45,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1521,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0494/,Mountain State Resource 12 Navajo-O,02-001-20258,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20258/,801,,,Mountain State Resource 12 Navajo-O,Mountain State Resource,Navajo,,,,nil:missing,"Oil well, plugged abandoned",nil:missing,,nil:missing,nil:missing,Teec Nos Pos,APACHE,Arizona,Gila and Salt River Meridian,T41N,30E,22,SE NE,,,,NAD83 zone 12,36.94436214,-109.1029507,WGS 84,Located within 480meters. ,5155,ft,,,4940,,7.875,in,Nothing on topo or imagery (ERP). original measurment: 123 F. Converted to Centigrade.,,123,,F,14.33,,Maximum temperature as reported on well log.,,5152,1982-05-02T00:00:00,Pennsylvanian Desert Crk,"Temperature reported on well Compensated Neutron-Formation Density log number 0801NFD, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FGM,,.63 at 123 F,9.5,,11.5,45,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1517,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0498/,18 Navajo O,02-001-20281,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20281/,843,,,18 Navajo O,Mt. State Resource,Navajo,,,,nil:missing,nil:missing,nil:missing,,nil:missing,nil:missing,Wildcat,Apache,Arizona,Gila and Salt River Meridian,T41N,30E,22,,,,,NAD83 zone 12,36.94249253,-109.114733,WGS 84,Located within 410meters. ,5200,ft,,,4981,,6.25,in,Nothing on topo or imagery (ERP). original measurment: 123 F. Converted to Centigrade.,,123,,F,,,Maximum temperature as reported on well log.,,5159,1983-08-27T00:00:00,Pennsylvanian,"Temperature reported on well Cased Hold Compensated Neutron log, log number 0843CNL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,Water,,,,,,,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1499,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0270/,El Paso Natural Gas 10 Navajo,02-001-05192,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05192/,179,,,El Paso Natural Gas 10 Navajo,El Paso Natural Gas,Navajo,,,,nil:missing,Stratigraphic test,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,30E,11,SE NE,,,,NAD83 zone 12,36.97590664,-109.08525,WGS 84,Located within 385meters. ,467,ft,,,4803,,4.75,in,Nothing on topo or imagery (ERP). original measurment: 75 F. Converted to Centigrade.,,75,,F,,,Maximum temperature as reported on well log.,,446,1956-03-30T00:00:00,Jurassic Morrison?,"Temperature reported on well Electrical log, log number 01-79EL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,Gel,,4.6 at 75 F,,,,,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1498,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0271/,El Paso Natural Gas 7 Navajo,02-001-05193,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05193/,Jan-82,,,El Paso Natural Gas 7 Navajo,El Paso Natural Gas,Navajo,,,,nil:missing,Stratigraphic test,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,31E,7,SE NE,,,,NAD83 zone 12,36.97592572,-109.0500485,WGS 84,Located within 320meters. ,470,ft,,,4898,,4.75,in,Nothing on topo or imagery (ERP). original measurment: 71 F. Converted to Centigrade.,,71,,F,,,Maximum temperature as reported on well log.,,465,1956-03-21T00:00:00,Jurassic,"Temperature reported on well Electrical log, log number 01-82EL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,Natural,,13.6 at 71 F,,,,,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1495,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0397/,Ari-Mex 3 Navajo-E,02-001-20091,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20091/,483,,,Ari-Mex 3 Navajo-E,Ari-Mex (Globe),Navajo,,,,nil:missing,"Oil well, plugged abandoned",nil:missing,,nil:missing,nil:missing,East Boundary Butte,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,9,NE NE,,,,NAD83 zone 12,36.98029442,-109.3377362,WGS 84,nil:missing,5167,ft,,,5404,,8.75,in,Well on topo (ERP). original measurment: 110 F. Converted to Centigrade.,,110,,F,2,,Maximum temperature as reported on well log.,,5160,1969-06-03T00:00:00,Pennsylvanian Akah,"Temperature reported on well Dual Induction Laterolog, log number 0483DILL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FGM,,1.13 at 110 F,9,,,45,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1494,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0399/,Odessa Natural Gas 1 Aircodessa,02-001-20094,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20094/,489,,,Odessa Natural Gas 1 Aircodessa,Odessa Natural Gas,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T37N,29E,33,SE SE,,,,NAD83 zone 12,36.56384336,-109.230728,WGS 84,nil:missing,3595,ft,,,6430,,8.75,in,Well on topo; pt moved to match (ERP). original measurment: 100 F. Converted to Centigrade.,,100,,F,1,,Maximum temperature as reported on well log.,,3589,1969-04-12T00:00:00,Precambrian granite,"Temperature reported on well Dual Induction Laterolog, log number 0489DILL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FGM,,1.6 at 100 F,9.1,,9.5,46,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1493,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0533/,British-American Oil 1 Navajo-C,02-001-60001,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-60001/,105,,,British-American Oil 1 Navajo-C,British-American Oil,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T40N,30E,5,SW SW,,,,NAD83 zone 12,36.89914411,-109.1540001,WGS 84,nil:missing,6409,ft,,,5535,,7.875,in,Well on topo (ERP). original measurment: 126 F. Converted to Centigrade.,,126,,F,,,Maximum temperature as reported on well log.,,6408,1960-04-13T00:00:00,Precambrian metamorphic,"Temperature reported on well Micro Logging log number 0105ML, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,GEL - CHEM,,1.3 at 126 F,10,,12.5,54,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1489,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0235/,Pan American Petroleum 1 Navajo-F,02-001-05161,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05161/,179,,,Pan American Petroleum 1 Navajo-F,Pan American Pet.,Navajo,,,,nil:missing,"Oil well, plugged abandoned",nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T40N,28E,6,NW SW,,,,NAD83 zone 12,36.9029723,-109.3899787,WGS 84,nil:missing,7346,ft,,,6582,,7.875,in,Well on topo; pt moved to match (ERP). original measurment: 125 F. Converted to Centigrade.,,125,,F,,,Maximum temperature as reported on well log.,,7341,1962-06-29T00:00:00,Precambrian quartzite,"Temperature reported on well Induction Electrical log, log number 0179IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,CHEM - GEL,,.8 at 125 F,9.3,,10.5,65,,Arizona Geological Survey - 2012
